Idx,Value
196,0.1499541569461159
197,0.09204062241261528
198,0.03166434042693533
199,-0.02899635517760534
200,-0.08825649754749816
201,-0.14489642177082793
202,-0.19812340265705622
203,-0.24752631049932178
204,-0.29302103902772236
205,-0.3347699969054221
206,-0.3730439491018249
207,-0.4080221601849445
208,-0.4396172863869441
209,-0.4674392585046403
210,-0.49085968628199694
211,-0.509007989941343
212,-0.5206138849940007
213,-0.5237582743901438
214,-0.515726266437151
215,-0.4933689490923623
216,-0.4544869861455698
217,-0.3999825758049693
218,-0.33491556335400163
219,-0.2668433888210014
220,-0.20278972170871634
221,-0.14737414724970885
222,-0.1027141748447269
223,-0.06918702985692429
224,-0.04620963527766254
225,-0.03273144126610591
226,-0.027460999898650855
227,-0.028939800259720812
228,-0.03554238719711314
229,-0.045423129379305836
230,-0.05641146087237442
231,-0.06588815460825653
232,-0.0707553441974303
233,-0.06771294720225692
234,-0.05402156224993509
235,-0.028646558519953045
236,0.006590665233400126
237,0.04648877779313869
238,0.0837741870112852
239,0.11238380193336363
240,0.13001181043349735
241,0.13787935223747413
242,0.1389978705589353
243,0.13670577951525442
244,0.13391046532959933
245,0.13277432764726865
246,0.13458709480329448
247,0.1397187287905988
248,0.1476463547707394
249,0.15706015771153356
250,0.1659818626771324
251,0.17176053599859034
252,0.17096238707941774
253,0.15970843323280284
254,0.13528881032958529
255,0.09830599375466047
256,0.05274028368803184
257,0.003708359699154816
258,-0.04454158925782799
259,-0.08929438618145218
260,-0.12926507223459965
261,-0.1642928121501845
262,-0.19501102080773008
263,-0.22250873583878344
264,-0.24798625640543956
265,-0.27244124188408153
266,-0.29644425214740583
267,-0.32004243972873886
268,-0.34276349098715897
269,-0.3636269761988113
270,-0.38107518314085437
271,-0.39283687861658334
272,-0.39590511395496003
273,-0.38695643182407213
274,-0.3634779397952314
275,-0.3252869729150125
276,-0.2752484628602125
277,-0.21829784384442924
278,-0.15955735309426475
279,-0.10299851005174883
280,-0.05112844495287011
281,-0.005292980621142565
282,0.033893825479064665
283,0.0662361089491587
284,0.09180141213015793
285,0.11088064253928329
286,0.12401009960769321
287,0.13203193111981407
288,0.13619340722857418
289,0.13826703208606198
290,0.14059886155292584
291,0.14589749439264174
292,0.15657559108931243
293,0.17366542884355976
294,0.19565590372894032
295,0.2179364846749723
296,0.23382768391197067
297,0.23735010426162187
298,0.22577064673246203
299,0.1999281178266949
300,0.16285942142116427
301,0.11831513000342297
302,0.06986101929765652
303,0.020481766169775623
304,-0.027547571477056207
305,-0.07268381459242464
306,-0.11412124727039413
307,-0.15181373953079685
308,-0.1864728897443935
309,-0.21941385569747207
310,-0.25210997345663594
311,-0.28550835737748254
312,-0.31947870684354795
313,-0.35282328388411743
314,-0.3837985643224097
315,-0.4106191283125197
316,-0.4315828324378032
317,-0.44490545371954665
318,-0.44853878170449807
319,-0.4402495879665385
320,-0.418189439571157
321,-0.3819080469538176
322,-0.3331948772115521
323,-0.27593062616366343
324,-0.21491457742565465
325,-0.15455168112874867
326,-0.09818093622413254
327,-0.04808804761275582
328,-0.0057884164338445196
329,0.027799651901389576
330,0.052377922224189695
331,0.06832405974476154
332,0.0766390033148718
333,0.07882438953210663
334,0.07679422537180228
335,0.07285230384863203
336,0.06967049132264803
337,0.07013514627751205
338,0.07692675603554885
339,0.09180381757784271
340,0.11470066527827712
341,0.1428551197894019
342,0.17055694015028564
343,0.19057776701203702
344,0.197245859956806
345,0.1888129938358142
346,0.16725507563120245
347,0.1364861091419979
348,0.10072790617062007
349,0.06364091314435313
350,0.028015158507968776
351,-0.004296185954974724
352,-0.03239650209813602
353,-0.056386972664676696
354,-0.0773951070888946
355,-0.09747542237308107
356,-0.11923056285814401
357,-0.14505026180591224
358,-0.17609021578077377
359,-0.21154796057067402
360,-0.24890850509201395
361,-0.284999065567147
362,-0.31690539076782653
363,-0.34224651805249406
364,-0.35907148700236374
365,-0.36579119830932183
366,-0.3613447323800795
367,-0.34554149811698015
368,-0.31931051773403757
369,-0.28458024653903646
370,-0.24377561085364793
371,-0.1992003106321786
372,-0.15260655653797622
373,-0.10511912239153275
374,-0.05756346130729147
375,-0.011087880596552083
376,0.032387983898186715
377,0.07050667340156731
378,0.10144305674307613
379,0.12460964531219647
380,0.14067445493870312
381,0.15121562936876246
382,0.15836248468372327
383,0.16448827526656482
384,0.17187919923921088
385,0.18233486107151992
386,0.1967438115106983
387,0.21472208390017597
388,0.23440027119975326
389,0.25246494256458385
390,0.264586350666188
391,0.2663035333773259
392,0.2542776681129059
393,0.22751863903574873
394,0.18780540085518055
395,0.13885192093225904
396,0.08487985785867841
397,0.029554804001616412
398,-0.024459941649965167
399,-0.07556237449219348
400,-0.12310843410965401
401,-0.16723068211412853
402,-0.2085773277619451
403,-0.24796947946903578
404,-0.28603721523618436
405,-0.3229561030923183
406,-0.3583874114863676
407,-0.3916096672034627
408,-0.421705757880666
409,-0.4476533976570125
410,-0.4682561326794628
411,-0.4819538342397508
412,-0.4866302860123635
413,-0.4796429138074976
414,-0.4584100509836945
415,-0.42169286887712687
416,-0.37092283362161427
417,-0.31035277839979813
418,-0.24571416219300393
419,-0.18247832662606583
420,-0.12481751590253554
421,-0.07539565889302598
422,-0.035580727401239555
423,-0.005742247207202495
424,0.01448547440478629
425,0.025989766867923012
426,0.030025513116304664
427,0.02813967011125628
428,0.02218261408734999
429,0.014386567953459932
430,0.00744300357533697
431,0.004438298290957895
432,0.008470337872177162
433,0.021890396691782454
434,0.04533160665541985
435,0.07674196759757897
436,0.11085236241299806
437,0.14023472690726965
438,0.15846517756955145
439,0.16302486240631955
440,0.1553786439609837
441,0.13910796438446865
442,0.11819072347031842
443,0.09612763021753956
444,0.07563733995976495
445,0.058562238653727686
446,0.04579715773195711
447,0.03719483032405116
448,0.03149230115675055
449,0.02634073055167235
450,0.01851791790424547
451,0.004457591382337155
452,-0.018664312472282688
453,-0.05142298081784853
454,-0.09141164557447823
455,-0.13431553129374288
456,-0.17576843270045736
457,-0.21241924817737948
458,-0.2420795213236258
459,-0.26355913770449463
460,-0.27654509173097824
461,-0.28154595826605544
462,-0.2797920749404121
463,-0.27300287288626157
464,-0.26302162364359977
465,-0.251384171316774
466,-0.2388990168220585
467,-0.22530525404540114
468,-0.20909074449258652
469,-0.18766347281061121
470,-0.15827195712277095
471,-0.11984245233292355
472,-0.07453336387514732
473,-0.02703630170096463
474,0.017963116747808747
475,0.05766315912241297
476,0.09135020277811808
477,0.11970296387653435
478,0.14401318651208542
479,0.16561736230478988
480,0.1855658766466011
481,0.20449745536691563
482,0.22267423778347478
483,0.24011288212183776
484,0.2567297540060176
485,0.27241486123235753
486,0.28693939322978546
487,0.2995646303481947
488,0.3083092528632642
489,0.30946998893256084
490,0.29873752722080493
491,0.2737591034811818
492,0.23542944516709188
493,0.18681240150519018
494,0.1314700530868796
495,0.07250352473734882
496,0.012282144807291
497,-0.04749361859994134
498,-0.10562900395356983
499,-0.16128337150570476
500,-0.2138702084333266
501,-0.26300485611312696
502,-0.3084752530091227
503,-0.3502098264245274
504,-0.388223381525702
505,-0.4225294388721162
506,-0.45302705896975226
507,-0.47940153924137624
508,-0.5010619930930817
509,-0.5170608730652485
510,-0.5259319815340544
511,-0.5254984012211609
512,-0.5128828786573989
513,-0.48515743496463326
514,-0.4409702840487757
515,-0.3824697350413886
516,-0.3156175620934421
517,-0.24803763704538845
518,-0.18620918032032976
519,-0.13407364786747622
520,-0.09319802417662044
521,-0.06356987340824298
522,-0.044332328249089996
523,-0.03424281327634194
524,-0.03188331825322585
525,-0.03571134545508594
526,-0.04402422035990201
527,-0.05487109066789235
528,-0.06593166869288107
529,-0.07441685930625924
530,-0.0771303795756912
531,-0.07089186638650284
532,-0.05340908591834632
533,-0.02441768282891103
534,0.013272630712100282
535,0.05362159257314793
536,0.08935305050067868
537,0.11541294302285819
538,0.13074519744897276
539,0.1373390784406706
540,0.1384162073802959
541,0.1371898913982804
542,0.13629194700101047
543,0.13754611496648916
544,0.1418768735446459
545,0.14929623569632075
546,0.15898021031887227
547,0.16941663167746412
548,0.1785089383689236
549,0.18349259360362077
550,0.18080118670567
551,0.1666367358211463
552,0.13893063342337889
553,0.09925026758003574
554,0.05211758117851292
555,0.002552804242860113
556,-0.045599934620999545
557,-0.09005891639843028
558,-0.1299013602160093
559,-0.16522738479658697
560,-0.19680984883573868
561,-0.2257396775002364
562,-0.2530848837621599
563,-0.2796137971376096
564,-0.3056384091996772
565,-0.3309880509962597
566,-0.3550489521313704
567,-0.37676564290774106
568,-0.3945417495482815
569,-0.40609338585249144
570,-0.4084551867102193
571,-0.3984424032479901
572,-0.373778794427885
573,-0.3345203055815623
574,-0.28363030285742885
575,-0.22598058313010366
576,-0.1665937580634862
577,-0.10942422055664873
578,-0.05706310965429086
579,-0.010991800346251645
580,0.028051858900302575
581,0.05980659587258211
582,0.08435059250862867
583,0.10205129725073553
584,0.11356360343454187
585,0.11986988132213536
586,0.12236870010335817
587,0.1229864982033928
588,0.12420774099488603
589,0.12883744213568962
590,0.13933447915041494
591,0.15676768033070276
592,0.17971086985816923
593,0.20365439886819667
594,0.2218748883507959
595,0.22811890656264747
596,0.21932216136833094
597,0.19615046362106198
598,0.16164430229858817
599,0.11963427066684858
600,0.07376435228814013
601,0.02706960233818493
602,-0.01815236770312454
603,-0.060363074466435976
604,-0.09879874235683002
605,-0.13351097262660164
606,-0.1653792685357924
607,-0.1959497253697551
608,-0.2269485698966594
609,-0.25951991060614293
610,-0.29358102286000004
611,-0.32779172777329196
612,-0.3601444971912013
613,-0.3885929256628554
614,-0.4112643077816733
615,-0.4263270124538224
616,-0.43181646059339324
617,-0.4256986729564082
618,-0.40635623019718997
619,-0.37342060755319473
620,-0.3284365904844749
621,-0.27472968584867774
622,-0.21646205690412318
623,-0.15755899327295167
624,-0.10113706833645744
625,-0.04950929139586167
626,-0.004436631964311922
627,0.03274798689494766
628,0.061269144528522085
629,0.08109809817920957
630,0.0929720684469256
631,0.09825644938473131
632,0.09879972287020806
633,0.09685513366234785
634,0.0950204908100557
635,0.09607360724451192
636,0.10258341661577793
637,0.116271785171423
638,0.13721695648947205
639,0.16306876768175915
640,0.18872215045372429
641,0.20733880097825116
642,0.21298589259313377
643,0.2031732893082805
644,0.1792504692620308
645,0.14492843070913378
646,0.1045494249236332
647,0.062014134721080895
648,0.020349670337691136
649,-0.018387532617407942
650,-0.053108840415987
651,-0.08369194931941853
652,-0.11096941710206688
653,-0.13660920767791487
654,-0.16275498612107486
655,-0.19136176191402873
656,-0.2233738084231371
657,-0.25818521284920914
658,-0.29382860014162115
659,-0.3277466166522363
660,-0.3574724765240376
661,-0.3808272835058954
662,-0.3958043346936963
663,-0.4004935105158263
664,-0.3932925642038152
665,-0.37342846050858963
666,-0.3414964179835018
667,-0.2995538653512179
668,-0.2505961836756936
669,-0.19775339627464394
670,-0.1437035699358705
671,-0.09053953265529432
672,-0.04001213030266756
673,0.006132134013087477
674,0.046090619012790914
675,0.07838181935300677
676,0.10234371597710458
677,0.11832391260223533
678,0.12753777119160645
679,0.1318368365283241
680,0.133526650045205
681,0.13519286501736125
682,0.13942129953598076
683,0.14834692444526593
684,0.16307869840018516
685,0.18311097571112692
686,0.20585899508826058
687,0.22662609439191464
688,0.23951171275396224
689,0.23936121197945504
690,0.223764483634018
691,0.19371550748303454
692,0.1526705290073786
693,0.10498047677443433
694,0.05468643525317693
695,0.004947348301520277
696,-0.042108347808669976
697,-0.0853595953155001
698,-0.12462435127043459
699,-0.16054813543129756
700,-0.19437783563108676
701,-0.22755803408358893
702,-0.26119492862351107
703,-0.2955858814018631
704,-0.3300708324349471
705,-0.363284473325635
706,-0.3935760338820865
707,-0.41926562291270014
708,-0.4386188544787843
709,-0.44966909073473493
710,-0.4501356182448109
711,-0.4377223701602437
712,-0.4109562329677183
713,-0.3702410647618647
714,-0.31828743813658544
715,-0.259412340129981
716,-0.19824031186337707
717,-0.13872487603198774
718,-0.08384390370860671
719,-0.035720419366068436
720,0.004209686489339296
721,0.03516424177835173
722,0.05705502969818302
723,0.07046856842016595
724,0.07656285717895805
725,0.0769600768791495
726,0.07370263937511548
727,0.06925784052955819
728,0.06646889706032205
729,0.06829913368450419
730,0.07727161938346037
731,0.09467093411702643
732,0.11967197027189677
733,0.14862354921623233
734,0.17516696789431313
735,0.19216869744137408
736,0.1948759747355661
737,0.1826935484329028
738,0.1583679899251234
739,0.1260692651147515
740,0.0899422321783913
741,0.0534346818539368
742,0.019092669942359024
743,-0.011481005635850236
744,-0.03766254395306565
745,-0.059868256098669456
746,-0.07956885309838116
747,-0.09911385869566261
748,-0.12122149097749475
749,-0.14809100215275828
750,-0.18038152113655773
751,-0.21671439816760685
752,-0.25422012961982937
753,-0.28966737770333895
754,-0.32023067267797595
755,-0.3436294115750216
756,-0.3580046981397356
757,-0.36190792656200926
758,-0.3545287974586981
759,-0.3360325908340162
760,-0.3077075506241026
761,-0.2717051618173333
762,-0.23046104777685195
763,-0.18610163722129588
764,-0.1401019730251914
765,-0.09332390365196908
766,-0.04646651610801648
767,-0.0007538771803252146
768,0.04172160290272675
769,0.07855442544346537
770,0.10807569451160083
771,0.12994361540362345
772,0.1450423816929003
773,0.15509919074868528
774,0.16232184588684415
775,0.16907705120584968
776,0.17753292898149622
777,0.18924598637817608
778,0.2047566332236862
779,0.22328393557468715
780,0.24260276863695288
781,0.2591971971482494
782,0.2687742684341268
783,0.2671586653265255
784,0.25149069260422274
785,0.22134163957068145
786,0.17894186861607578
787,0.12818891937891805
788,0.07323747790784581
789,0.017554880309519415
790,-0.0364288235476711
791,-0.08733206118575781
792,-0.1346927307288334
793,-0.1787613517340783
794,-0.22021338043127095
795,-0.2597966278726977
796,-0.2979954332521116
797,-0.3348317204098039
798,-0.36987089425565317
799,-0.4023761590258088
800,-0.43146492609036813
801,-0.4561445215790318
802,-0.47519883053005463
803,-0.4869812968761549
804,-0.48924358865430506
805,-0.47925128038956494
806,-0.45453126435242036
807,-0.41428181902169764
808,-0.36059299283827795
809,-0.2982639027095061
810,-0.23321764619799487
811,-0.17079406477047585
812,-0.11487446860210798
813,-0.06779793844926273
814,-0.030630201675660447
815,-0.0034853115142748944
816,0.014197633062948713
817,0.02344027039234187
818,0.02558608677171223
819,0.022249845043129348
820,0.015353740015128512
821,0.0072204655311571084
822,0.0006412390723993797
823,-0.0012377224311966376
824,0.004618192058762248
825,0.02030160328250417
826,0.045964194530087196
827,0.07887847374382813
828,0.11313058007956157
829,0.14119028245412654
830,0.15732700227699925
831,0.160000398080442
832,0.1513085043550092
833,0.13500664824893943
834,0.11497851156342502
835,0.09453218460163995
836,0.0761686471437822
837,0.06150060970260065
838,0.05117455666649082
839,0.04477735427702481
840,0.040784161000723324
841,0.03662168525289223
842,0.028914044203456415
843,0.014073988485928633
844,-0.010490486787829462
845,-0.044837802769887476
846,-0.08602467726825021
847,-0.12949905599129768
848,-0.17095809976000295
849,-0.20724157918779793
850,-0.23637995208214524
851,-0.257414348370011
852,-0.2702719653589077
853,-0.27568318692421667
854,-0.27503596868394853
855,-0.27010413221178786
856,-0.26266732332140963
857,-0.2540887124032118
858,-0.24492048853889223
859,-0.2345962049258021
860,-0.2212825993597715
861,-0.20208689144386804
862,-0.17404359320407126
863,-0.13603793262814695
864,-0.0903624126176791
865,-0.04190988583421162
866,0.004453382589199713
867,0.04577837673340412
868,0.08122221461052806
869,0.11133760309398223
870,0.1372869344649091
871,0.16028181589500207
872,0.18127400926533951
873,0.20085493525887183
874,0.21930489385080518
875,0.23672106334859414
876,0.25315128725005676
877,0.2686682742649154
878,0.28330181457388626
879,0.2966766956181016
880,0.3072337953777032
881,0.3115131611496257
882,0.3049245590856146
883,0.28432694766685773
884,0.24981517339838616
885,0.20400872476851828
886,0.15036733160448118
887,0.09209075460440297
888,0.0317435006350111
889,-0.028744174097924277
890,-0.08795510167118041
891,-0.14486320774901532
892,-0.19874893458357984
893,-0.24914813782550413
894,-0.2958150501553454
895,-0.3386805158491802
896,-0.3777898459335666
897,-0.41320703421107213
898,-0.4448914318697722
899,-0.47259319088241397
900,-0.4958039678730124
901,-0.5137070362206092
902,-0.5250397212326018
903,-0.5278819132048564
904,-0.5195439771540367
905,-0.4969401450046378
906,-0.45792267992719116
907,-0.40335095821105293
908,-0.3381745241111583
909,-0.26992152492956883
910,-0.20572280021612385
911,-0.15034443973239023
912,-0.10598482023519869
913,-0.07300507424658308
914,-0.050735938323746205
915,-0.03802204696020349
916,-0.03349179556099737
917,-0.03564332004471127
918,-0.042831587977788826
919,-0.05319858764388385
920,-0.06456104272916591
921,-0.07429051170502382
922,-0.0792946000648559
923,-0.07629714245186167
924,-0.06257895358466306
925,-0.03708336641160794
926,-0.0015539472913438388
927,0.038901480742118334
928,0.07705375539065129
929,0.10682579140751049
930,0.12588319966311157
931,0.1354205978323157
932,0.13841067821870282
933,0.1381333750018207
934,0.13742200931412019
935,0.13835425154226502
936,0.14212903406658475
937,0.1490318220383737
938,0.15848724722023605
939,0.16919733378316582
940,0.17927888764310737
941,0.18624070480430568
942,0.18679687052441693
943,0.17706824746544203
944,0.15409866214941476
945,0.11812637454527175
946,0.07290999593152503
947,0.023551084784832876
948,-0.02562277087099296
949,-0.07181464338051634
950,-0.11368060279675814
951,-0.1510121149141864
952,-0.18438378860902097
953,-0.21479589984728312
954,-0.24332435258563886
955,-0.2708208029112067
956,-0.2977212842588144
957,-0.3239902024255687
958,-0.34915538832610843
959,-0.37233466548723226
960,-0.39217066789281313
961,-0.4066837523301741
962,-0.41318741955259125
963,-0.4085292563109217
964,-0.38993246564803086
965,-0.35637465985969075
966,-0.3096430373075052
967,-0.25398651003042805
968,-0.19453878740902641
969,-0.13579381062864374
970,-0.08094483867283414
971,-0.031950238212140054
972,0.010130523721596008
973,0.04483233868671455
974,0.07210116101324963
975,0.09220877174910388
976,0.10572399545101525
977,0.11352639446403277
978,0.11687075332566416
979,0.11749445203283362
980,0.11769702729514274
981,0.12023514552349479
982,0.12784547925869985
983,0.14234628810871175
984,0.16352591669863553
985,0.18824082060786487
986,0.21049707350374128
987,0.22338462591888278
988,0.2221393416539037
989,0.2058369098969339
990,0.1766937553180279
991,0.1383798437567491
992,0.09472159599805131
993,0.0490597849696833
994,0.004022672531064684
995,-0.03852403719940466
996,-0.0774901144932523
997,-0.11259795371895287
998,-0.144426682800361
999,-0.17434911002905276
1000,-0.20418849436012182
1001,-0.23552664895803843
1002,-0.2689079226791244
1003,-0.30347013259628863
1004,-0.33731878795007886
1005,-0.36826398688852846
1006,-0.3942764188369549
1007,-0.4134922262526938
1008,-0.4240248710762359
1009,-0.4238952580210304
1010,-0.41130675588810117
1011,-0.38531585165089954
1012,-0.34658514441379373
1013,-0.29761156139449657
1014,-0.24212010369920092
1015,-0.18403052158520197
1016,-0.12668461631952804
1017,-0.07264561577590431
1018,-0.02389763962134466
1019,0.01793716453906843
1020,0.05164455500423859
1021,0.07667113909285177
1022,0.09328765380692267
1023,0.10252156696519908
1024,0.10598365616008204
1025,0.10573545150922016
1026,0.10421277598172105
1027,0.10411193234416206
1028,0.10811073976715922
1029,0.11835296077281618
1030,0.13574039306962712
1031,0.15915642264063648
1032,0.18487425976103225
1033,0.20680516511359878
1034,0.21832837875420255
1035,0.21507332056638845
1036,0.19652183160836595
1037,0.16538656845945843
1038,0.1258747976507375
1039,0.08222813720368112
1040,0.03797173657549502
1041,-0.00432826015099166
1042,-0.04308979222036299
1043,-0.07769598449141352
1044,-0.1084781377089248
1045,-0.13664520331956362
1046,-0.16404244730994197
1047,-0.19264149763963123
1048,-0.2238074668802115
1049,-0.2576406581456734
1050,-0.292839509467936
1051,-0.32721602867113125
1052,-0.3584041043427073
1053,-0.38422595004543364
1054,-0.402660017232015
1055,-0.4117002903207389
1056,-0.4094153462535393
1057,-0.3943754000862521
1058,-0.36632965233103054
1059,-0.32666801697043557
1060,-0.2782119618254267
1061,-0.22441834530872193
1062,-0.16854993280153302
1063,-0.11326437849549119
1064,-0.06067180971078976
1065,-0.012616512744724763
1066,0.029165628672351306
1067,0.0632356525022313
1068,0.08884107816042375
1069,0.10614234415255708
1070,0.1161462733735104
1071,0.12051263057606602
1072,0.12139558785983298
1073,0.12132278030092301
1074,0.12300375819919196
1075,0.1289574620907121
1076,0.1409478379876074
1077,0.1593249254543458
1078,0.18239985134551548
1079,0.20609541468982848
1080,0.22443776423864253
1081,0.23137262048410703
1082,0.2231936726409987
1083,0.19982559840015826
1084,0.1641790527907174
1085,0.12052081420331072
1086,0.07308177271650122
1087,0.02533085647774986
1088,-0.02025647156095592
1089,-0.06221267673951596
1090,-0.10004101121657216
1091,-0.13416093514600527
1092,-0.16577137211772805
1093,-0.1965299437964842
1094,-0.22801204393571348
1095,-0.26108109261038287
1096,-0.2954747548326741
1097,-0.3298809454446513
1098,-0.36242347386866125
1099,-0.3911399522459605
1100,-0.4141394720269186
1101,-0.4294850046335449
1102,-0.4350563102907398
1103,-0.4286804770738515
1104,-0.40872181646680583
1105,-0.3749810064989145
1106,-0.3292754938024865
1107,-0.27511228352910266
1108,-0.21664337144768434
1109,-0.157673606287369
1110,-0.10122871093521792
1111,-0.04961947462407093
1112,-0.004649921354999672
1113,0.032329107360368634
1114,0.06056470334785267
1115,0.08005438443699182
1116,0.09154017247124627
1117,0.0963805648079675
1118,0.09642950989760266
1119,0.09397806280015035
1120,0.0916992373497635
1121,0.09246187592895996
1122,0.09889499857669339
1123,0.1127109562893898
1124,0.13391744978502051
1125,0.16008194349311045
1126,0.18604698684272292
1127,0.20495218150578012
1128,0.2108581254666315
1129,0.20129234365127738
1130,0.17764520484017232
1131,0.1436625487741754
1132,0.10370045507443207
1133,0.061663224380251964
1134,0.020584230582026557
1135,-0.01746953055611587
1136,-0.05140389423642746
1137,-0.08111220202162131
1138,-0.10747826155024319
1139,-0.132256576897117
1140,-0.15769058102399777
1141,-0.18581378724126038
1142,-0.21759973246746936
1143,-0.25241573028396974
1144,-0.2882280349587674
1145,-0.32240093261278957
1146,-0.3524005976400159
1147,-0.3760047712526224
1148,-0.3911918210657131
1149,-0.3960679923808637
1150,-0.3890791289388062
1151,-0.3695213450074621
1152,-0.33805196826064343
1153,-0.29674927115240846
1154,-0.24857069715355906
1155,-0.19655686560215374
1156,-0.14326494538842527
1157,-0.09065714373026969
1158,-0.04037179224045882
1159,0.005899365593895676
1160,0.04631927252884223
1161,0.07929725989667799
1162,0.10404459150460461
1163,0.12081373717752437
1164,0.13076789574555714
1165,0.13573588431834485
1166,0.13801147878446327
1167,0.14016478645955
1168,0.14475370247047756
1169,0.15387259802225683
1170,0.16858731975138302
1171,0.18836948428218536
1172,0.2106677995766868
1173,0.23090221966625912
1174,0.24333317154499717
1175,0.24289183394086802
1176,0.22709779191705257
1177,0.1967873288041192
1178,0.15529983305975237
1179,0.1069578545088766
1180,0.05583168588648481
1181,0.0051260244672516895
1182,-0.04298858175110633
1183,-0.08735446462723703
1184,-0.1277506831492535
1185,-0.16477100169141706
1186,-0.1995911315120958
1187,-0.2335703904990283
1188,-0.2677385369263991
1189,-0.30236010361183124
1190,-0.33680910146334747
1191,-0.36980980917530587
1192,-0.3998185289514497
1193,-0.42524620702079063
1194,-0.4444181372788926
1195,-0.45538941031496266
